BSC1st Year 2021-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Student Detail,,,,,Physics,,,,Mathematics,,,Chemistry,,,,Computer Science,,,,Psychology,,,Defence Studies,,,Statistics,,,Anthropology,,,Biochemistry,,,,Botany,,,,Zoology,,,,Geography,,,Geology,,,
2202116,U2112077,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202117,U2110048,263,263,Passed,--,--,--,--,--,--,--,16,19,14,42,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20,17,16,32,16,22,18,31,--,--,--,--,--,--,--
2202118,U2112429,270,270,Passed,23,15,24,34,18,23,31,21,18,24,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202119,U2110112,AA,AA,Absent,--,--,--,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--
2202120,U2112062,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202121,U2112272,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--
2202122,U2112145,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202123,U2112205,264,264,Passed,28,13,23,33,25,21,29,--,--,--,--,--,--,--,--,--,--,--,27,37,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202124,U2112091,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202125,U2112094,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202126,U2110222,135,135,Failed,--,--,--,--,--,--,--,5,5,1,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,4,7,8,7,26,9,21,--,--,--,--,--,--,--
2202127,U2112490,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202128,U2112576,23,23,Failed,--,--,--,--,AA,AA,AA,--,--,--,--,AA,AA,AA,AA,23,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202129,U2112168,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202130,U2110201,42,42,Failed,--,--,--,--,--,--,--,AA,AA,AA,42,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--
2202131,U2112535,146,146,Failed,--,--,--,--,26,24,5,--,--,--,--,13,10,25,AA,9,34,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202132,U2112270,328,328,Passed,25,20,24,42,44,22,34,27,24,27,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202133,U2112379,312,312,Passed,22,22,26,41,29,27,32,29,17,28,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202134,U2110298,86,86,Failed,--,--,--,--,--,--,--,0,0,0,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,3,7,0,16,4,20,--,--,--,--,--,--,--
2202135,U2112045,249,249,Passed,23,13,22,37,17,26,13,18,19,21,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202136,U2112696,247,247,Passed,22,6,17,34,12,16,31,24,24,22,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202137,U2112572,248,248,Elig/SE,25,12,22,37,09,18,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16,26,28,45
2202138,U2112109,310,310,Passed,19,11,26,35,34,37,42,--,--,--,--,24,20,30,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202139,U2110006,315,315,Passed,--,--,--,--,--,--,--,25,22,23,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,21,18,33,27,21,20,42,--,--,--,--,--,--,--
2202140,U2112317,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202141,U2112107,230,230,Passed,--,--,--,--,17,14,18,--,--,--,--,18,22,18,30,26,34,33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202142,U2112260,323,323,Passed,29,16,23,35,24,34,42,32,22,27,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202143,U2110271,296,296,Passed,--,--,--,--,--,--,--,18,18,21,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,16,21,32,20,20,21,44,--,--,--,--,--,--,--
2202144,U2112073,313,313,Passed,28,11,28,38,37,23,32,--,--,--,--,28,23,30,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202145,U2112660,196,196,Elig/SE,19,11,18,32,0,1,19,20,16,21,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202146,U2112309,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202147,U2112155,14,14,Failed,AA,AA,AA,AA,AA,AA,AA,14,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202148,U2110020,363,363,Passed,--,--,--,--,--,--,--,30,23,22,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,32,31,27,43,--,--,--,--,26,24,21,41,--,--,--,--,--,--,--
2202149,U2112585,181,181,Elig/SE,14,4,16,35,05,15,09,20,15,11,37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202150,U2112061,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202151,U2110153,307,307,Passed,--,--,--,--,--,--,--,23,24,19,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,26,20,37,--,--,--,--,22,25,15,27,--,--,--,--,--,--,--
2202152,U2112119,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202153,U2112651,278,278,Passed,26,18,26,38,24,9,27,27,27,23,33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202154,U2110185,AA,AA,Absent,--,--,--,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--
2202155,U2112615,164,164,Failed,11,2,14,36,0,11,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15,13,8,42
2202156,U2110002,293,293,Passed,--,--,--,--,--,--,--,24,18,25,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17,24,21,30,17,23,17,36,--,--,--,--,--,--,--
2202157,U2112565,216,216,Elig/SE,23,5,19,38,10,24,08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,24,24,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202158,U2112047,286,286,Passed,23,8,24,38,29,29,34,--,--,--,--,20,22,22,37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202159,U2112452,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202160,U2112067,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202161,U2112485,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202162,U2112355,291,291,Passed,29,18,25,36,08,24,29,28,24,27,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202163,U2112237,308,308,Passed,27,12,26,39,32,38,34,--,--,--,--,23,20,20,37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202164,U2112157,243,243,Passed,23,13,21,39,17,17,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,34,30,36,--,--,--,--
2202165,U2112327,221,221,Elig/SE,--,--,--,--,03,23,12,--,--,--,--,20,20,18,30,36,29,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202166,U2110019,296,296,Passed,--,--,--,--,--,--,--,30,21,22,37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21,16,19,30,24,26,15,35,--,--,--,--,--,--,--
2202167,U2112587,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202168,U2112192,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202169,U2110170,267,267,Passed,--,--,--,--,--,--,--,24,19,15,31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19,17,19,28,27,25,14,29,--,--,--,--,--,--,--
2202170,U2112560,252,252,Passed,26,11,24,32,23,6,34,21,18,19,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202171,U2112311,211,211,Passed,27,9,12,23,14,6,28,17,17,20,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202172,U2110079,251,251,Passed,--,--,--,--,--,--,--,19,9,9,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23,20,13,23,25,26,14,29,--,--,--,--,--,--,--
2202173,U2112450,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202174,U2112657,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202175,U2110213,163,163,Failed,--,--,--,--,--,--,--,6,AA,AA,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,13,2,16,11,22,7,31,--,--,--,--,--,--,--
2202176,U2112704,265,265,Passed,24,11,19,38,15,21,28,24,18,24,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202177,U2112104,218,218,Passed,21,11,17,34,09,25,21,--,--,--,--,20,18,14,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202178,U2112658,196,196,Passed,16,6,22,23,23,14,12,17,13,11,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202179,U2112150,310,310,Passed,23,20,17,38,36,29,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,44,24,44,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202180,U2112294,AA,AA,Absent,--,--,--,--,AA,AA,AA,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202181,U2112325,196,196,Elig/SE,16,6,16,35,11,10,11,23,16,11,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202182,U2112682,233,233,Passed,23,8,18,37,14,24,14,19,16,23,37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202183,U2112469,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202184,U2112684,152,152,Failed,16,1,18,34,14,6,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,09,17,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202185,U2112639,106,106,Failed,15,2,14,22,10,03,01,AA,AA,AA,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202186,U2112685,174,174,Failed,19,7,19,35,05,13,08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,22,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202187,U2112593,217,217,Passed,21,3,19,32,21,14,11,--,--,--,--,--,--,--,--,--,--,--,35,34,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202188,U2110070,AA,AA,Absent,--,--,--,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--
2202189,U2112575,327,327,Passed,27,24,21,38,33,31,45,26,19,26,37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202190,U2112079,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202191,U2112149,209,209,Passed,15,4,22,18,26,13,14,--,--,--,--,--,--,--,--,--,--,--,25,37,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202192,U2112478,134,134,Failed,9,4,15,17,0,6,10,3,14,15,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202193,U2110128,172,172,Failed,--,--,--,--,--,--,--,5,10,4,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,12,5,13,15,19,15,31,--,--,--,--,--,--,--
2202194,U2112505,283,283,Passed,20,14,22,29,17,31,37,27,17,30,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202195,U2112108,199,199,Elig/SE,15,11,21,30,07,10,05,--,--,--,--,25,21,24,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202196,U2112513,245,245,Passed,22,11,15,30,25,15,25,23,18,21,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202197,U2110215,244,244,Passed,--,--,--,--,--,--,--,23,15,7,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,16,17,27,18,20,20,24,--,--,--,--,--,--,--
2202198,U2112006,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202199,U2112060,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202200,U2112629,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202201,U2112258,243,243,Elig/SE,24,16,24,33,05,18,17,23,15,25,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202202,U2112249,238,238,Passed,25,11,23,31,14,14,18,20,14,27,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202203,U2110007,AA,AA,Absent,--,--,--,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--
2202204,U2112282,290,290,Passed,27,9,24,34,31,23,46,23,16,19,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202205,U2112120,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--
2202206,U2112430,246,246,Passed,20,11,22,34,17,16,16,22,19,31,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202207,U2112305,171,171,Elig/SE,17,5,22,29,04,15,04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19,17,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202208,U2112147,364,364,Passed,29,21,29,41,41,44,37,23,25,33,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202209,U2112443,290,290,Passed,29,11,23,39,26,23,35,22,18,25,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202210,U2112056,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202211,U2112588,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202212,U2112458,223,223,Passed,30,8,16,32,18,10,22,22,7,19,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202213,U2112096,157,157,Failed,13,3,16,29,15,11,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,06,18,34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202214,U2112473,UF,UF,UFM,UFM,--,--,--,UFM,--,--,UFM,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202215,U2112298,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA
2202216,U2110179,290,290,Passed,--,--,--,--,--,--,--,23,22,22,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,17,13,29,18,24,18,36,--,--,--,--,--,--,--
2202217,U2112399,25,25,Failed,0,0,14,AA,0,1,0,3,5,2,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202218,U2112185,217,217,Passed,16,3,21,28,14,23,31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19,23,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202219,U2112396,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202220,U2112688,86,86,Failed,3,0,12,21,03,06,00,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17,12,12,AA
2202221,U2112486,145,145,Failed,11,1,17,28,12,09,07,12,5,5,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202222,U2112411,135,135,Failed,7,4,12,25,06,03,06,--,--,--,--,14,15,15,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202223,U2112140,272,272,Passed,21,12,21,37,17,26,32,22,14,29,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202224,U2112087,266,266,Passed,24,8,18,37,20,23,32,--,--,--,--,23,21,25,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202225,U2112022,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202226,U2112539,229,229,Passed,--,--,--,--,03,19,25,--,--,--,--,19,20,22,37,25,21,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202227,U2112431,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--
2202228,U2112509,163,163,Elig/SE,12,2,24,19,12,13,05,17,9,12,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202229,U2112121,248,248,Passed,24,8,24,39,22,19,18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,37,22,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202230,U2110312,36,36,Failed,--,--,--,--,--,--,--,AA,AA,AA,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--
2202231,U2112340,251,251,Passed,22,8,26,35,32,14,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,23,18,38
2202232,U2110341,328,328,Passed,--,--,--,--,--,--,--,24,16,20,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25,24,23,36,24,26,23,44,--,--,--,--,--,--,--
2202233,U2112347,332,332,Passed,28,19,27,36,48,26,32,25,21,29,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202234,U2112502,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA
2202235,U2112579,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202236,U2112633,139,139,Failed,4,2,12,31,13,4,11,12,7,AA,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
